"name","median_t","mean_t","sd_t","t_quant_2.5","t_quant_97.5","median_wide","mean_wide","sd_wide","wide_quant_2.5","wide_quant_97.5","median_body","mean_body","sd_body","body_quant_2.5","body_quant_97.5","gender","num_matches","num_serves"
"A.KONTAVEIT",0.401195313282251,0.400737544295735,0.0369303799156418,0.328906686706371,0.475706065997086,0.399563321035053,0.400606195204313,0.0366277130595446,0.331397055952187,0.473916954074435,0.197247626228431,0.198656260499952,0.0330363872043249,0.137789360170013,0.268627339594177,"Women",1,116
"A.PETKOVIC",0.430104133603983,0.430387487382229,0.0487834513301711,0.33685501009985,0.527902882091777,0.346656425171845,0.347145854030412,0.0446661906353355,0.263946537125476,0.437032552393895,0.220354012684744,0.22246665858736,0.0454997876014914,0.142062634625881,0.319585850167994,"Women",1,59
"A.SABALENKA",0.330315977213416,0.330516445173795,0.0412443402474327,0.250042302766176,0.411615301326602,0.337349636764684,0.337790514036904,0.0414745489491578,0.260599387518503,0.42150101246828,0.330336881910381,0.331693040789301,0.0474189399192586,0.239619853141195,0.431894983710016,"Women",1,81
"A.SASNOVICH",0.289036126110699,0.290473321450666,0.039820304623156,0.215011470855976,0.371288339195785,0.324773071422155,0.325050866752802,0.0397153468835509,0.249310880443913,0.403569969987517,0.382596481168229,0.384475811796532,0.0486509600347134,0.293261722395557,0.482192382397473,"Women",1,83
"A.SEVASTOVA",0.389384933916085,0.389545083921079,0.0303670867848633,0.330327685683434,0.449090365056921,0.402913257911229,0.4030464785329,0.0293259773001605,0.346405115172254,0.461227019686743,0.206479287663981,0.207408437546022,0.0261828957625082,0.157662176398194,0.260924228858527,"Women",2,226
"A.TOMLJANOVIC",0.378986389658868,0.379288441880442,0.0405976361712833,0.30020254101668,0.459656944603921,0.374183795301566,0.375336900858259,0.0397104510710832,0.29979054941114,0.454545248099602,0.24340469598317,0.245374657261299,0.0391634886196634,0.174183220919765,0.325936835567889,"Women",1,97
"AK.SCHMIEDLOVA",0.484330866623226,0.484157948975335,0.0428505456829115,0.40199242617024,0.567092497645694,0.320171264899803,0.320850969731149,0.0375365811807635,0.250909366330135,0.398115967107608,0.192898417237187,0.194991081293516,0.0354458416860461,0.131777437665789,0.268540065750564,"Women",1,101
"B.PERA",0.322587225029343,0.323632555374637,0.0415339784037125,0.245603109111516,0.407638272419846,0.385965323342242,0.386668646513181,0.0440610649504094,0.302627272932249,0.474162418841175,0.288075116642847,0.289698798112182,0.0465826704564084,0.202565568507112,0.387288174634135,"Women",1,72
"C.GARCIA",0.469757029759061,0.469806088156743,0.0207173551811651,0.429971860170142,0.509587260393747,0.330564599568373,0.330902695139715,0.0194404504768818,0.293411334283694,0.369500963821474,0.198990894211203,0.199291216703542,0.0167235607637802,0.168261892539104,0.231885421237312,"Women",6,574
"C.GAUFF",0.333329082414681,0.334180026589984,0.0382800419748746,0.261793343041404,0.411013899315411,0.340785813032795,0.340394291529945,0.0390755281073155,0.266330559672091,0.417924366861129,0.324338841838915,0.325425681880071,0.0434311548651818,0.245725332874676,0.414617656509299,"Women",1,95
"C.PAQUET",0.323639443036917,0.324646258170021,0.0416016375739663,0.245496450612209,0.407967393380096,0.312240634779291,0.312751221279169,0.0412508266534486,0.235200905526298,0.395714987768805,0.361153813895745,0.36260252055081,0.0488613546615843,0.271424171841996,0.460482903945656,"Women",1,75
"C.WOZNIACKI",0.42708350864663,0.427927165032927,0.0398386676495531,0.353024717218103,0.507688391728069,0.371894687776509,0.37288087300936,0.0376971863487814,0.299831419392108,0.446454213436298,0.197386187992778,0.199191961957713,0.0342488013234312,0.137972890905067,0.271628437232349,"Women",1,105
"D.COLLINS",0.369470836268853,0.369607738122016,0.0230104231610231,0.323676433781838,0.41569600005416,0.414597563595761,0.414559380058169,0.0231918069618067,0.36879589041473,0.460298741272101,0.215536624881111,0.215832881819815,0.0196877375187964,0.179366002542267,0.254966208299941,"Women",3,387
"D.KOVINIC",0.286988030615261,0.288834719633341,0.0482366231108772,0.197980029078049,0.387902905088841,0.29253116068092,0.29419266609013,0.0449707308891111,0.208620624196507,0.384469590841845,0.416738184382238,0.416972614276529,0.0610140670761081,0.303136944063971,0.539144063476333,"Women",1,46
"D.VEKIC",0.406221805354168,0.405544133350821,0.0439081367808593,0.320993206948847,0.493186412360871,0.381974855362078,0.38285745600682,0.042851207003053,0.301250195616243,0.46993067543524,0.209759705985676,0.211598410642359,0.0403570766038766,0.137433485094611,0.296779569566723,"Women",1,74
